ticker,dollar_adv_hist,price_warmup_med,volume_warmup_avg,adv_window,adv_asof
CAC,2468095.5105781555,31.47000026702881,78313.33333333333,30.0,2020-04-13
CACC,104855024.15466309,292.9600067138672,367253.3333333333,30.0,2020-04-13
CACI,43767103.13644409,217.0949935913086,219396.66666666663,30.0,2020-04-13
CAE,12626475.121450424,13.449999809265137,917710.0,30.0,2020-04-13
CAG,173784753.68766785,28.074999809265137,6609196.666666667,30.0,2020-04-13
CAH,161554513.11416626,47.81999969482422,3498853.333333333,30.0,2020-04-13
CAKE,67455224.62768555,19.049999237060547,3854420.0,30.0,2020-04-13
CAL,6277907.127714157,5.744999885559082,1265503.3333333333,30.0,2020-04-13
CALM,25125744.05765533,39.0049991607666,729366.6666666666,30.0,2020-04-13
CALX,2577465.948343277,7.1549999713897705,353230.0,30.0,2020-04-13
CALY,14548163.398313522,10.545000076293944,1605886.6666666667,30.0,2020-04-13
CAMT,1190401.4671325684,8.454999923706055,161930.0,30.0,2020-04-13
CAR,76204569.80314255,14.71999979019165,5731296.666666667,30.0,2020-04-13
CARG,38566940.92683792,18.99499988555908,2055953.3333333333,30.0,2020-04-13
CASH,9555144.31362152,21.03499984741211,496876.6666666667,30.0,2020-04-13
CASS,2856178.9615631104,34.154998779296875,94036.66666666669,30.0,2020-04-13
CASY,82156694.76089478,144.6699981689453,525813.3333333334,30.0,2020-04-13
CAT,726327424.004364,110.92499923706056,7062446.666666667,30.0,2020-04-13
CATO,2879612.0394706726,11.860000133514404,246986.66666666663,30.0,2020-04-13
CATY,12981710.608768463,22.88500022888184,620293.3333333334,30.0,2020-04-13
CB,372701100.67214966,111.86000061035156,3277146.6666666665,30.0,2020-04-13
CBOE,139655215.08407593,93.16999816894533,1414303.3333333333,30.0,2020-04-13
CBRE,123644690.62538148,40.84000015258789,3074210.0,30.0,2020-04-13
